Ticker,Price,High52W,PctBelow,MarketCapM,AvgVolK,AvgDolVolM,Sector,Industry,Indexes,AI,Uranium,Chg3moPct,Px3moAgo,TrendUp,DataFlag
GEO,22.73,27.9,18.53,3037.1,2159.0,49.07,Industrials,Security & Protection Services,,,,54.42,14.72,Y,
OBDC,11.26,13.83,18.53,5590.0,5170.9,58.24,Financial Services,Asset Management,,,,-2.1,11.51,,
CGAU,17.19,21.05,18.33,3413.7,1889.3,32.48,Basic Materials,Gold,,,,-9.86,19.07,,
PENN,16.84,20.61,18.29,2253.9,4139.1,69.7,Consumer Cyclical,Resorts & Casinos,,,,34.29,12.54,Y,
DEC,15.45,18.9,18.23,1117.7,1080.3,16.7,Energy,Oil & Gas Integrated,,,,20.99,12.77,Y,
BEAM,29.8,36.44,18.22,3065.8,2093.5,62.38,Healthcare,Biotechnology,,,,0.64,29.61,Y,
GENB,13.72,16.75,18.12,1758.2,614.2,8.42,Healthcare,Biotechnology,,,,8.42,12.65,Y,
TEX,58.47,71.31,18.02,6677.7,1304.1,76.24,Industrials,Farm & Heavy Construction Machinery,,,,-14.04,68.01,,
CRNC,11.27,13.74,17.96,509.3,832.7,9.38,Technology,Software - Application,,Y,,46.36,7.7,Y,
NWSA,25.84,31.48,17.91,14108.2,4346.2,112.31,Communication Services,Entertainment,SP500,,,10.04,23.48,Y,
TYRA,33.37,40.65,17.91,1984.5,1047.1,34.94,Healthcare,Biotechnology,,,,-3.28,34.5,,
AMRX,12.68,15.42,17.77,4045.2,1823.4,23.12,Healthcare,Drug Manufacturers - Specialty & Generic,,,,-13.03,14.58,,
GDOT,12.68,15.41,17.71,718.8,508.1,6.44,Financial Services,Credit Services,,,,6.83,11.87,Y,
ADNT,22.52,27.32,17.57,1765.9,895.5,20.17,Consumer Cyclical,Auto Parts,,,,-9.16,24.79,,
GOF,11.07,13.43,17.52,2348.0,1441.1,15.96,Financial Services,Asset Management,,,,-3.34,11.46,,
CGBD,10.83,13.12,17.45,752.7,766.8,8.3,Financial Services,Asset Management,,,,-1.25,10.97,,
GNTX,23.89,28.94,17.45,5087.4,2042.0,48.78,Consumer Cyclical,Auto Parts,,,,1.93,23.44,Y,
GPRE,15.65,18.94,17.37,1096.0,1546.1,24.2,Basic Materials,Chemicals,,,,12.19,13.95,Y,
RCUS,23.74,28.72,17.34,2985.9,1178.3,27.97,Healthcare,Biotechnology,,,,17.12,20.27,Y,
BRKR,46.46,56.14,17.24,7072.4,2097.5,97.45,Healthcare,Medical Devices,,,,16.65,39.83,Y,
RRR,56.02,67.64,17.18,3275.2,927.9,51.98,Consumer Cyclical,Resorts & Casinos,,,,-8.53,61.24,,
MRP,27.67,33.4,17.15,4595.4,1520.1,42.07,Real Estate,REIT - Residential,,,,-8.28,30.17,,
DB,33.51,40.43,17.13,64100.5,3358.6,112.53,Financial Services,Banks - Regional,,,,-7.29,36.14,,
DBX,26.88,32.4,17.04,6271.1,3691.2,99.22,Technology,Software - Infrastructure,,,,10.03,24.43,Y,
DOW,35.49,42.74,16.96,25579.1,13923.0,494.13,Basic Materials,Chemicals,SP500,,,19.62,29.67,Y,
MTDR,55.13,66.39,16.96,6845.9,1875.1,103.37,Energy,Oil & Gas E&P,,,,12.42,49.04,Y,
HBAN,16.06,19.26,16.63,32555.7,23690.0,380.46,Financial Services,Banks - Regional,SP500,,,-6.11,17.11,,
LAZ,48.5,58.14,16.58,4774.2,1448.4,70.25,Financial Services,Capital Markets,,,,-5.15,51.13,,
NWS,29.59,35.34,16.27,16155.6,1467.8,43.43,Communication Services,Entertainment,SP500,,,13.1,26.16,Y,
PARR,58.97,70.39,16.23,2956.8,1497.2,88.28,Energy,Oil & Gas Refining & Marketing,,,,53.04,38.53,Y,
EQT,57.11,68.05,16.07,35721.0,8004.0,457.11,Energy,Oil & Gas E&P,SP500,,,-3.55,59.21,,
AVLN,27.07,32.23,16.01,1199.5,697.6,18.89,Healthcare,Biotechnology,,,,-8.21,29.49,,
AXTA,30.0,35.72,16.01,6420.6,2451.2,73.54,,,,,,-11.06,33.73,,
FNF,48.53,57.78,16.01,13060.9,1953.8,94.81,Financial Services,Insurance - Specialty,,,,-4.76,50.95,,
HCSG,20.49,24.39,15.99,1406.5,673.9,13.81,Healthcare,Medical Care Facilities,,,,-5.05,21.58,,
REXR,36.39,43.31,15.99,8213.9,2397.2,87.23,Real Estate,REIT - Industrial,,,,-1.25,36.85,,
GCMG,10.89,12.94,15.84,657.6,548.5,5.97,Financial Services,Asset Management,,,,-7.14,11.73,,
RRC,40.66,48.31,15.84,9580.4,3402.4,138.34,Energy,Oil & Gas E&P,,,,4.15,39.04,,
AES,14.68,17.44,15.83,10465.6,13824.8,202.88,Utilities,Utilities - Diversified,SP500,,,-9.25,16.17,,
MSDL,15.31,18.17,15.76,1297.7,753.2,11.53,Financial Services,Asset Management,,,,1.24,15.12,Y,
FOX,57.23,67.81,15.6,24047.3,1472.7,84.28,Communication Services,Entertainment,SP500,,,15.96,49.35,Y,
CBSH,52.6,62.26,15.51,7667.9,1237.4,65.09,Financial Services,Banks - Regional,,,,0.02,52.59,Y,
NAMS,35.69,42.21,15.44,4172.3,1117.4,39.88,Healthcare,Biotechnology,,,,1.94,35.01,Y,
BKV,27.88,32.81,15.04,3049.2,1020.6,28.45,Energy,Oil & Gas E&P,,,,-7.08,30.0,,
PDFS,48.04,56.46,14.91,2011.3,564.2,27.1,Technology,Software - Application,,,,38.56,34.67,Y,
XENE,54.52,63.95,14.75,5270.2,1397.1,76.17,Healthcare,Biotechnology,,,,22.31,44.58,Y,
ADTN,15.94,18.69,14.71,1291.1,2244.4,35.78,Technology,Communication Equipment,,,,49.11,10.69,Y,
ZYME,25.38,29.75,14.71,1866.9,664.3,16.86,Healthcare,Biotechnology,,,,5.2,24.12,Y,
CALY,15.37,18.0,14.61,2762.9,2701.2,41.52,Consumer Cyclical,Leisure,,,,11.46,13.79,Y,
AS,36.54,42.76,14.55,21259.8,4757.3,173.83,Consumer Cyclical,Leisure,,,,-3.46,37.85,,
KDP,29.93,35.02,14.51,40728.3,10803.7,323.41,Consumer Defensive,Beverages - Non-Alcoholic,Nasdaq100|SP500,,,0.16,29.89,Y,
HPQ,24.33,28.45,14.5,22330.0,18498.2,449.97,Technology,Computer Hardware,SP500,,,35.75,17.92,Y,
PRVA,22.67,26.51,14.49,2856.7,956.1,21.67,Healthcare,Health Information Services,,,,0.09,22.65,Y,
NEXA,14.44,16.89,14.48,1913.1,1158.3,16.73,Basic Materials,Other Industrial Metals & Mining,,,,18.79,12.16,Y,
KHC,23.86,27.85,14.31,28298.6,15091.1,360.15,Consumer Defensive,Packaged Foods,Nasdaq100|SP500,,,-1.18,24.15,,
RDY,13.77,16.07,14.31,11496.4,2498.6,34.41,Healthcare,Drug Manufacturers - Specialty & Generic,,,,-5.69,14.6,,
FFIN,32.62,38.06,14.29,4673.9,766.8,25.01,Financial Services,Banks - Regional,,,,0.28,32.53,Y,
CRI,37.84,44.12,14.23,1394.4,1217.5,46.07,Consumer Cyclical,Apparel Retail,,,,-9.08,41.62,,
OSCR,21.94,25.58,14.23,6614.8,7159.0,157.07,Healthcare,Healthcare Plans,,,,69.42,12.95,Y,
REYN,21.86,25.48,14.17,4608.4,1086.3,23.75,Consumer Cyclical,Packaging & Containers,,,,-10.31,24.38,,
RELY,21.41,24.92,14.09,4508.1,4186.6,89.64,Technology,Software - Infrastructure,,,,31.75,16.25,Y,
PCG,16.42,19.11,14.08,36149.5,21909.8,359.65,Utilities,Utilities - Regulated Electric,SP500,,,-11.73,18.6,,
AAUC,27.68,32.2,14.04,3484.4,708.2,19.6,Basic Materials,Gold,,,,-12.21,31.53,,
AMN,27.24,31.65,13.93,1056.5,1043.7,28.43,Healthcare,Medical Care Facilities,,,,36.13,20.01,Y,
ZIM,25.22,29.3,13.92,3039.5,1645.9,41.51,Industrials,Marine Shipping,,,,-10.72,28.25,,
SON,49.45,57.29,13.69,4889.1,1173.1,58.01,Consumer Cyclical,Packaging & Containers,,,,-10.51,55.26,,
NWG,16.02,18.56,13.67,63809.0,3976.7,63.73,Financial Services,Banks - Regional,,,,-0.75,16.15,,
NAVN,19.65,22.75,13.63,4962.7,3097.6,60.87,Technology,Software - Application,,,,111.29,9.3,Y,
SBCF,30.51,35.33,13.63,2967.0,777.4,23.72,Financial Services,Banks - Regional,,,,-6.65,32.68,,
PBR-A,17.33,20.05,13.54,118684.3,11895.5,206.21,Energy,Oil & Gas Integrated,,,,12.56,15.4,Y,
ARCC,18.85,21.79,13.51,13534.7,7011.6,132.17,Financial Services,Asset Management,,,,-0.75,18.99,,
PTY,11.81,13.65,13.51,2502.4,1235.4,14.58,Financial Services,Asset Management,,,,-5.63,12.51,,
WY,23.8,27.51,13.49,17160.8,5301.1,126.17,Real Estate,REIT - Specialty,SP500,,,-1.45,24.15,,
OPRA,17.73,20.49,13.45,1587.8,577.3,10.24,Communication Services,Internet Content & Information,,,,41.95,12.49,Y,
PCRX,23.93,27.64,13.42,941.6,705.6,16.88,Healthcare,Drug Manufacturers - Specialty & Generic,,,,2.0,23.46,Y,
BEPC,38.89,44.78,13.15,7092.8,1479.6,57.54,Utilities,Utilities - Renewable,,,,-10.35,43.38,,
CGEM,14.56,16.74,13.02,894.8,853.0,12.42,Healthcare,Biotechnology,,,,1.39,14.36,,
KYIV,14.35,16.48,12.92,3312.9,764.7,10.97,Communication Services,Telecom Services,,,,19.48,12.01,Y,
UGI,35.67,40.92,12.85,7646.4,1801.9,64.26,Utilities,Utilities - Regulated Gas,,,,-3.15,36.82,,
TRMD,30.8,35.33,12.82,3152.0,960.9,29.6,Energy,Oil & Gas Midstream,,,,13.84,27.06,Y,
CGNT,10.17,11.65,12.74,739.1,545.2,5.55,Technology,Software - Infrastructure,,,,53.63,6.62,Y,
HTGC,15.69,17.98,12.73,2936.8,2398.0,37.64,Financial Services,Asset Management,,,,7.04,14.66,Y,
VIAV,52.75,60.43,12.71,13012.7,6487.5,342.21,Technology,Communication Equipment,,,,70.99,30.85,Y,
WDS,22.0,25.19,12.68,41814.7,1216.6,26.76,Energy,Oil & Gas E&P,,,,13.19,19.43,Y,
TRN,32.64,37.36,12.63,2595.1,641.3,20.93,Industrials,Railroads,,,,-4.51,34.18,,
VGNT,41.31,47.27,12.61,2928.6,2727.3,112.66,Consumer Cyclical,Auto Parts,,,,36.79,30.2,Y,
TGTX,39.03,44.65,12.59,5974.9,2088.2,81.5,Healthcare,Biotechnology,,,,31.59,29.66,Y,
MTG,25.91,29.63,12.57,5478.7,1934.0,50.1,Financial Services,Insurance - Specialty,,,,-1.76,26.37,,
DOLE,14.41,16.47,12.5,1371.7,828.9,11.95,Consumer Defensive,Farm Products,,,,-7.35,15.56,,
NP,29.08,33.24,12.5,4022.7,532.6,15.49,Financial Services,Insurance Brokers,,,,36.59,21.29,Y,
ZTO,22.75,25.97,12.42,17437.1,1787.2,40.65,Industrials,Integrated Freight & Logistics,,,,-6.63,24.36,,
VICI,28.46,32.48,12.37,30646.9,8542.5,243.13,Real Estate,REIT - Diversified,SP500,,,-4.35,29.76,,
MFIC,10.81,12.32,12.27,890.4,1107.8,11.98,Financial Services,Asset Management,,,,1.97,10.6,Y,
ZD,44.42,50.55,12.14,1636.0,993.1,44.11,Communication Services,Advertising Agencies,,,,65.48,26.84,Y,
PBR,19.55,22.24,12.1,125987.4,27725.8,542.04,Energy,Oil & Gas Integrated,,,,17.68,16.61,Y,
HOMB,26.72,30.37,12.04,5380.8,1516.9,40.52,Financial Services,Banks - Regional,,,,-6.0,28.42,,
MIAX,50.29,57.14,11.99,4773.0,1303.5,65.55,Financial Services,Capital Markets,,,,22.69,40.99,Y,
TFC,48.49,55.06,11.92,60417.5,8598.8,416.99,Financial Services,Banks - Regional,SP500,,,-3.09,50.04,,
TRVI,14.2,16.12,11.88,2016.8,1503.0,21.35,Healthcare,Biotechnology,,,,25.04,11.36,Y,
ODTX,17.9,20.3,11.82,844.4,567.5,10.16,Healthcare,Biotechnology,,,,9.01,16.42,Y,
SNY,44.31,50.24,11.81,105900.7,3190.3,141.36,Healthcare,Drug Manufacturers - General,,,,-1.73,45.09,,
EQNR,37.97,43.02,11.74,94611.1,7157.8,271.78,Energy,Oil & Gas Integrated,,,,31.54,28.86,Y,
LAUR,33.46,37.91,11.74,4683.7,1797.7,60.15,Consumer Defensive,Education & Training Services,,,,-1.18,33.86,,
VCYT,44.76,50.71,11.73,3571.5,977.6,43.76,Healthcare,Diagnostics & Research,,,,25.31,35.72,Y,
AMH,32.31,36.58,11.69,11649.0,3614.2,116.76,Real Estate,REIT - Residential,,,,9.63,29.47,Y,
BCAX,21.43,24.25,11.63,1408.0,572.8,12.28,Healthcare,Biotechnology,,,,22.39,17.51,Y,
AGNC,10.31,11.67,11.62,11835.3,17737.8,182.88,Real Estate,REIT - Mortgage,,,,-5.53,10.91,,
MGY,28.82,32.57,11.51,5330.2,2594.5,74.77,Energy,Oil & Gas E&P,,,,7.25,26.87,Y,
OCSL,11.9,13.42,11.35,1047.8,939.7,11.18,Financial Services,Asset Management,,,,4.31,11.4,Y,
AAL,14.64,16.5,11.3,9679.4,67378.2,986.08,Industrials,Airlines,,,,9.87,13.32,Y,
DAN,34.99,39.42,11.24,3787.2,1156.7,40.47,Consumer Cyclical,Auto Parts,,,,-1.53,35.53,,
RNG,43.17,48.57,11.12,3620.2,1915.6,82.7,Technology,Software - Application,,,,25.43,34.42,Y,
STWD,17.3,19.46,11.1,6413.9,3108.0,53.77,Real Estate,REIT - Mortgage,,,,0.4,17.23,Y,
M,21.33,23.96,10.96,5626.0,6696.0,142.83,Consumer Cyclical,Department Stores,,,,6.26,20.07,Y,
CZR,28.15,31.58,10.86,5733.5,4825.7,135.84,Consumer Cyclical,Resorts & Casinos,,,,35.53,20.77,Y,
LBTYK,11.69,13.12,10.86,3954.0,1318.8,15.42,Communication Services,Telecom Services,,,,-5.99,12.44,,
LBTYA,12.06,13.52,10.76,4079.1,2090.5,25.22,Communication Services,Telecom Services,,,,-5.96,12.83,,
UNIT,11.06,12.39,10.74,2684.3,2457.3,27.16,Real Estate,REIT - Specialty,,,,43.57,7.7,Y,
BCS,24.44,27.37,10.69,82923.4,7902.5,193.18,Financial Services,Banks - Diversified,,,,-4.62,25.63,,
AXGN,40.96,45.83,10.64,2177.9,1000.0,40.95,Healthcare,Medical Devices,,,,31.18,31.22,Y,
ZWS,48.05,53.63,10.41,8050.4,1037.7,49.86,Industrials,Pollution & Treatment Controls,,,,-4.87,50.51,,
BBT,29.08,32.46,10.4,2437.4,791.0,23.0,Financial Services,Banks - Regional,,,,-5.69,30.84,,
INVH,29.44,32.84,10.34,17491.6,6041.9,177.91,Real Estate,REIT - Residential,SP500,,,16.33,25.31,Y,
FRVO,38.26,42.65,10.28,11252.3,9363.3,358.28,Utilities,Utilities - Renewable,,,,4.72,36.54,Y,
RCI,36.58,40.77,10.27,19761.4,1274.2,46.61,Communication Services,Telecom Services,,,,-6.97,39.32,,
WTRG,37.22,41.46,10.22,10556.8,2446.1,91.04,Utilities,Utilities - Regulated Water,,,,-5.86,39.54,,
SDRL,49.84,55.47,10.15,3116.5,723.6,36.06,Energy,Oil & Gas Drilling,,,,10.22,45.22,Y,
ORI,39.48,43.93,10.12,9615.5,1579.5,62.36,Financial Services,Insurance - Property & Casualty,,,,-6.0,42.0,,
DRTS,10.45,11.62,10.07,943.9,501.4,5.24,Healthcare,Biotechnology,,,,24.11,8.42,Y,
GBCI,48.22,53.61,10.05,6275.5,931.0,44.89,Financial Services,Banks - Regional,,,,0.14,48.15,Y,
WBD,26.99,30.0,10.05,67655.1,22469.8,606.35,Communication Services,Entertainment,Nasdaq100|SP500,,,-6.63,28.9,,
INVA,22.63,25.15,10.02,1670.3,717.7,16.24,Healthcare,Biotechnology,,,,-6.64,24.24,,
RF,28.1,31.23,10.01,23984.2,12412.9,348.86,Financial Services,Banks - Regional,SP500,,,-2.15,28.72,,
CLYM,11.24,12.48,9.94,643.6,696.3,7.83,Healthcare,Biotechnology,,,,58.53,7.09,Y,
DAR,59.52,66.02,9.85,9459.4,2941.6,175.08,Consumer Defensive,Packaged Foods,,,,12.11,53.09,Y,
KURA,11.26,12.49,9.85,999.6,1552.1,17.48,Healthcare,Biotechnology,,,,31.54,8.56,Y,
HAWK,32.23,35.73,9.8,3000.1,2122.7,68.42,Industrials,Aerospace & Defense,,,,-5.21,34.0,,
FE,46.74,51.81,9.78,27035.9,4768.5,222.88,Utilities,Utilities - Regulated Electric,SP500,,,-6.75,50.12,,
SHOO,42.14,46.6,9.56,3079.8,1190.5,50.17,Consumer Cyclical,Footwear & Accessories,,,,18.36,35.6,Y,
CRGY,12.81,14.16,9.5,4231.7,8744.2,112.04,Energy,Oil & Gas E&P,,,,26.72,10.11,Y,
AUPH,15.3,16.88,9.36,1967.6,1179.3,18.04,Healthcare,Biotechnology,,,,6.03,14.43,Y,
LADR,10.15,11.17,9.2,1295.2,847.1,8.59,Real Estate,REIT - Mortgage,,,,-0.5,10.2,,
POR,49.6,54.62,9.19,5740.2,1262.4,62.62,,,,,,-6.29,52.93,,
RTO,31.49,34.67,9.17,15847.3,1256.2,39.56,Industrials,Specialty Business Services,,,,3.57,30.41,Y,
PUMP,16.81,18.5,9.14,2061.2,3976.3,66.84,Energy,Oil & Gas Equipment & Services,,,,44.29,11.65,Y,
ROIV,29.84,32.79,9.0,21463.0,5719.5,170.67,Healthcare,Biotechnology,,,,4.12,28.66,Y,
MTCH,35.44,38.94,8.98,8267.0,4912.1,174.08,Communication Services,Internet Content & Information,,,,13.65,31.18,Y,
OVV,57.76,63.46,8.98,16231.6,4338.9,250.61,,,,,,17.73,49.06,Y,
EPRT,31.33,34.38,8.87,6775.0,2072.8,64.94,Real Estate,REIT - Retail,,,,-5.33,33.09,,
BKU,47.17,51.75,8.85,3428.4,834.3,39.35,Financial Services,Banks - Regional,,,,-2.25,48.25,,
GBDC,13.14,14.4,8.77,3421.6,2203.9,28.95,Financial Services,Asset Management,,,,9.42,12.0,Y,
HBM,26.21,28.73,8.77,10410.5,5543.6,145.3,Basic Materials,Copper,,,,-5.38,27.7,,
RSI,26.68,29.24,8.76,2746.8,1826.6,48.73,Consumer Cyclical,Gambling,,,,39.69,19.1,Y,
CODI,11.56,12.64,8.54,869.7,1171.7,13.55,Industrials,Conglomerates,,,,40.8,8.21,Y,
VALE,16.41,17.94,8.53,69955.3,27614.6,453.14,Basic Materials,Other Industrial Metals & Mining,,,,-6.39,17.53,,
PUK,30.74,33.59,8.47,38526.2,853.4,26.23,Financial Services,Insurance - Life,,,,-0.04,30.75,,
ALH,25.16,27.48,8.44,4997.0,950.7,23.92,Consumer Cyclical,"Furnishings, Fixtures & Appliances",,,,11.97,22.47,Y,
UCB,33.42,36.47,8.35,3999.9,833.5,27.86,Financial Services,Banks - Regional,,,,0.09,33.39,Y,
EFXT,26.7,29.12,8.29,3259.8,679.3,18.14,Energy,Oil & Gas Equipment & Services,,,,34.8,19.81,Y,
COHU,48.09,52.43,8.28,2268.7,992.2,47.72,Technology,Semiconductor Equipment & Materials,,,,53.79,31.27,Y,
CIFR,23.42,25.52,8.21,9581.6,25159.4,589.33,Technology,Information Technology Services,,,,41.02,16.61,Y,
ALLY,42.89,46.7,8.16,13146.8,3482.9,149.38,Financial Services,Credit Services,,,,4.08,41.21,Y,
BBVA,23.33,25.41,8.16,129988.4,1894.1,44.2,Financial Services,Banks - Diversified,,,,1.23,23.05,Y,
AUB,38.03,41.38,8.1,5442.7,1032.6,39.27,Financial Services,Banks - Regional,,,,-1.75,38.71,,
LBRT,31.69,34.48,8.07,5172.4,4059.0,128.65,Energy,Oil & Gas Equipment & Services,,,,12.08,28.28,Y,
ARR,16.81,18.28,8.04,2085.2,3139.3,52.77,Real Estate,REIT - Mortgage,,,,-2.64,17.27,,
IMAX,39.7,43.16,8.02,2184.1,1181.1,46.89,Communication Services,Entertainment,,,,8.71,36.52,,
FRO,36.62,39.74,7.84,8153.6,3784.0,138.59,Energy,Oil & Gas Midstream,,,,3.64,35.34,Y,
NE,50.68,54.98,7.82,8085.8,1617.8,81.99,Energy,Oil & Gas Drilling,,,,12.08,45.22,Y,
ECO,53.9,58.45,7.78,2104.5,513.0,27.65,Industrials,Marine Shipping,,,,5.44,51.12,Y,
LINC,49.35,53.5,7.76,1565.3,518.0,25.56,Consumer Defensive,Education & Training Services,,,,42.29,34.68,Y,
MRX,53.92,58.45,7.76,3878.2,1103.7,59.5,Financial Services,Capital Markets,,,,30.5,41.31,Y,
VIRT,52.15,56.48,7.66,4538.8,1245.0,64.93,Financial Services,Capital Markets,,,,28.73,40.52,Y,
PTRN,18.57,20.1,7.61,3282.6,1043.0,19.37,Technology,Software - Application,,,,73.39,10.71,Y,
WSBC,34.82,37.68,7.6,3349.0,613.7,21.37,Financial Services,Banks - Regional,,,,-3.23,35.98,,
PDI,16.74,18.11,7.59,7724.3,2744.0,45.92,Financial Services,Asset Management,,,,-3.99,17.43,,
HUN,14.71,15.9,7.48,2579.4,6120.4,90.03,Basic Materials,Chemicals,,,,19.35,12.32,Y,
